GeneID	Name	Exons	Size	A_0	A_1	AR_0	AR_1	B_0	B_1	BR_0	BR_1	C_0	C_1	CR_0	CR_1	D_0	D_1	DR_0	DR_1	E_0	E_1	ER_0	ER_1	F_0	F_1	FR_0	FR_1	G_0	G_1	H_0	H_1	I_0	I_1	J_0	J_1	K_0	K_1	KR_0	KR_1	L_0	L_1	M_0	M_1	N_0	N_1	O_0	O_1	P_0	P_1	Q_0	Q_1	S_0	S_1	T_0	T_1	U_0	U_1
PVP01_0623900	ring-exported protein 4%2C putative	1	701	0	0	11	14	0	0	13	0	29	0	15	19	29	0	17	26	6	2	1	6	0	0	0	0	846	2	2	0	0	0	7857	3	6	0	664	0	106	3	10	0	22	0	0	0	16	2	2	0	0	0	6	0	154	0
PVP01_0624000	Plasmodium exported protein%2C unknown function	2	1042	67	147	3130	1721	457	346	4311	77	8428	803	4155	10087	5624	280	5005	1595	714	33	310	64	1166	347	785	81	7103	130	87	28	464	10	25839	517	4861	36	6467	192	8607	134	29	8	1272	44	556	0	2665	35	577	47	91	3	695	10	4026	35
PVP01_0624100	PIR protein	3	1569	15	50	457	257	102	59	812	40	1486	113	1126	1492	1269	61	1099	484	130	8	35	10	653	81	92	19	1096	39	21	6	59	0	4531	157	957	23	1552	30	1224	31	7	0	169	10	90	2	1082	34	80	0	18	2	90	2	949	17
PVP01_0624200	Plasmodium exported protein%2C unknown function	2	715	0	0	4	15	2	0	16	0	48	7	68	64	35	2	37	6	0	0	3	0	32	0	6	0	15	0	0	0	0	0	45	3	120	0	20	0	77	0	0	2	4	2	2	0	20	2	3	2	0	0	2	0	5	0
PVP01_0624300	PIR protein	3	1149	57	185	694	154	359	154	725	2	4662	353	2423	6315	2444	357	3356	712	236	59	45	19	1976	329	128	95	648	94	30	27	266	17	2262	351	3470	28	136	95	3126	92	9	1	76	24	329	0	1843	24	158	26	67	0	271	6	348	23
PVP01_0624400	PIR protein	3	1308	0	9	0	0	66	38	98	0	561	70	448	163	323	34	300	103	14	2	0	4	318	37	0	9	70	10	7	3	1	0	356	22	536	3	29	5	143	14	0	0	10	4	37	0	313	3	28	8	20	0	35	0	55	4
PVP01_0625000	PIR protein	3	1410	13	72	395	142	60	22	1141	31	778	92	947	2448	784	58	414	218	59	4	39	3	293	63	81	10	544	43	17	4	86	5	739	55	562	14	225	38	881	15	5	2	85	6	47	0	338	22	84	7	20	0	74	1	133	15
PVP01_0700300	Plasmodium exported protein%2C unknown function	2	1225	0	0	1	4	4	4	15	0	588	48	9	45	9	0	4	10	1	0	0	0	17	5	4	0	228	4	0	0	0	0	2711	0	2	0	127	0	34	1	3	0	0	3	7	0	5	0	6	0	0	0	2	0	66	1
PVP01_0700400	Plasmodium exported protein%2C unknown function	2	1039	0	0	2	0	2	0	6	0	16	0	6	40	2	0	5	1	0	0	2	1	0	0	2	0	250	0	0	0	0	0	2587	0	4	0	218	0	40	0	6	2	3	0	2	0	16	0	8	0	0	0	8	0	37	0
PVP01_0700500	reticulocyte binding protein 2e%2C pseudogene	6	8187	1	0	33	28	68	48	73	4	2860	259	95	276	48	23	83	78	2	0	4	8	88	27	20	2	4715	7	8	2	8	0	3739	31	207	0	1311	4	1551	5	194	0	92	0	75	0	172	7	111	8	26	0	10	0	983	6
PVP01_0700700	tryptophan-rich protein	2	838	0	0	0	0	2	0	8	1	11	1	20	18	8	2	19	4	0	0	0	2	20	1	0	0	46	0	1	0	0	0	60	0	12	0	29	0	50	0	0	0	0	0	3	0	8	2	4	0	0	0	0	0	11	0
PVP01_0700800	tryptophan-rich protein	2	991	9	56	183	37	196	44	623	45	1849	115	1719	1313	1649	168	1609	486	82	8	9	5	1113	130	25	45	313	35	31	2	52	2	1105	153	1368	24	123	14	775	28	9	0	27	3	125	2	978	27	73	2	31	0	85	0	203	6
PVP01_0700900	tryptophan-rich protein	3	918	0	3	21	4	15	4	41	2	410	18	110	239	150	18	147	48	14	0	0	2	86	21	7	5	157	2	3	0	17	4	330	8	291	0	32	9	177	2	3	0	5	2	28	0	127	2	6	0	0	0	14	0	30	2
PVP01_0701000	Plasmodium exported protein%2C unknown function	2	820	18	78	620	324	119	116	902	25	2953	261	975	2475	1296	74	1047	252	170	3	55	33	200	80	161	28	1795	41	22	16	61	3	6874	117	1792	9	1902	20	1835	60	15	2	263	9	160	1	1100	9	126	14	22	0	150	5	808	16
PVP01_0701300	conserved Plasmodium protein%2C unknown function	1	290	0	0	0	0	1	0	5	0	12	0	2	39	0	0	3	2	0	0	0	0	6	1	0	0	20	0	0	0	0	0	1	0	0	0	5	0	1	0	0	0	0	0	2	0	0	0	4	2	0	0	0	0	0	0
PVP01_0701400	conserved protein%2C unknown function	1	512	3	41	24	4	268	99	255	25	2006	230	619	80	1039	188	789	172	18	13	0	0	669	125	17	42	272	40	16	14	1	0	777	99	774	13	93	4	239	18	9	0	19	2	106	0	525	21	78	2	26	0	47	0	170	13
PVP01_0701700	conserved Plasmodium protein%2C unknown function	1	9914	4	49	78	14	653	332	106	18	4832	586	397	254	234	557	427	315	27	8	4	2	1252	501	99	14	559	15	63	6	7	0	439	96	337	10	347	22	1227	46	12	0	73	8	203	0	102	8	339	15	72	2	18	10	1020	13
PVP01_0701900	conserved Plasmodium protein%2C unknown function	1	3995	28	142	425	186	627	252	1012	61	4035	480	2911	2814	2480	638	2670	905	171	44	32	16	2923	425	182	133	763	100	133	9	134	10	1502	383	2408	58	270	65	2168	104	12	0	122	4	280	2	2539	33	207	18	98	0	215	9	987	25
PVP01_0702000	conserved Plasmodium protein%2C unknown function	9	2068	5	16	61	21	306	433	79	2	8556	809	79	119	64	248	60	220	12	7	12	3	1313	382	69	6	307	5	16	18	3	2	484	36	280	7	304	21	1013	40	27	0	58	20	233	0	25	6	339	39	131	4	3	8	806	36
PVP01_0702100	alpha tubulin 1%2C putative	3	1359	74	124	510	140	3271	2996	938	76	42516	6404	3021	474	3502	1264	2919	2712	153	48	41	9	6788	1139	593	153	1218	138	290	154	74	1	3142	455	2559	47	1606	100	5764	355	96	1	421	70	1166	9	1469	66	2655	229	504	10	187	26	5264	133
PVP01_0702200	LCCL domain-containing protein	2	4273	24	154	367	158	3587	3888	282	6	38031	8324	574	445	438	220	420	1494	37	26	17	7	1005	434	558	45	696	102	338	169	94	10	1756	294	1713	34	1251	151	4666	533	10	0	293	48	1187	12	177	6	3396	281	657	25	28	4	3296	124
PVP01_0702300	60S ribosomal protein L32%2C putative	2	394	117	245	1337	362	935	216	2391	161	6106	532	4816	6959	6099	864	4869	1193	456	55	69	11	3341	662	281	233	1625	137	87	20	275	14	4884	582	7123	60	341	78	3400	166	4	2	127	22	505	4	4371	66	182	10	100	0	439	24	627	55
PVP01_0702600	PH domain-containing protein%2C putative	2	913	80	195	859	271	3949	4829	485	10	39020	7686	843	544	693	264	624	2557	92	24	52	6	941	487	965	49	1365	120	293	251	115	17	4124	446	2485	71	2334	221	8141	654	95	4	637	143	1858	28	351	7	3294	312	998	4	24	2	6093	290
PVP01_0702900	prefoldin subunit 4%2C putative	2	388	0	5	6	2	67	11	60	11	425	43	280	50	280	78	234	57	9	3	0	0	484	41	0	21	90	3	7	0	2	0	176	25	242	4	27	1	72	3	1	0	0	0	19	0	230	5	18	1	2	0	15	3	40	0
PVP01_0703000	ubiquitin specific protease%2C putative	2	4786	2	54	53	18	212	60	283	31	1134	124	1601	1617	659	258	1167	214	30	27	4	8	813	196	15	50	558	33	27	4	16	4	669	121	871	21	143	14	373	13	4	0	12	4	59	0	851	8	41	8	21	2	119	6	165	4
PVP01_0703200	replication protein A1%2C small fragment%2C putative	2	1456	28	63	282	97	1132	598	772	60	13205	805	2149	262	2591	381	2525	866	129	23	22	9	3223	401	447	136	743	60	84	11	40	4	2318	226	2137	48	1582	64	1851	80	82	0	509	57	932	11	1715	36	943	96	174	9	176	4	5521	89
PVP01_0703900	conserved Plasmodium protein%2C unknown function	1	713	0	0	2	0	2	4	0	0	68	10	3	2	0	6	0	4	0	0	0	0	4	5	0	0	7	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	5	0	0	0	0	0	0	0
PVP01_0704000	WD repeat-containing protein 66%2C putative	2	3352	8	19	99	43	425	254	93	0	5104	357	228	162	122	24	174	166	23	5	0	3	232	103	265	4	259	6	22	12	29	2	500	24	291	5	952	31	846	32	52	0	289	32	445	4	27	0	412	17	103	0	4	0	2194	32
PVP01_0704200	conserved Plasmodium protein%2C unknown function	3	4110	32	105	331	162	576	319	488	31	6350	1028	1337	2592	745	272	887	503	88	12	29	14	776	148	127	40	414	62	72	18	77	7	684	254	1049	26	343	50	1280	85	4	5	109	19	212	0	926	15	406	21	64	0	118	2	540	22
PVP01_0704400	endonuclease/exonuclease/phosphatase domain containing protein	1	7232	2	110	88	46	1215	543	605	66	7959	1050	2703	349	2178	582	2177	609	95	2	6	6	2586	427	103	87	971	96	155	24	8	0	1353	354	1740	42	714	26	1518	96	12	0	172	21	425	0	1722	57	456	32	117	8	173	4	1340	28
PVP01_0704600	vacuolar protein sorting-associated protein 46%2C putative	7	581	0	1	2	1	52	19	25	0	416	46	83	15	55	16	88	23	3	0	0	0	115	13	10	5	33	4	1	2	0	0	50	8	40	0	9	2	51	3	0	0	1	1	21	0	25	1	23	3	8	0	4	2	35	1
PVP01_0704800	Maf-like protein%2C putative	1	1481	5	61	63	27	526	178	361	39	4298	305	1431	474	1564	456	1502	394	44	16	6	10	2445	272	77	73	510	61	43	11	16	2	1051	242	1287	18	908	12	617	47	35	0	113	6	157	5	965	37	151	20	56	0	103	11	1027	8
PVP01_0705000	arginase%2C putative	1	1331	10	29	129	55	118	97	167	5	1622	218	245	529	393	30	377	99	43	2	19	4	131	31	54	10	184	10	21	8	37	0	223	45	367	4	103	15	394	18	6	0	41	12	46	4	470	0	93	18	19	0	47	4	241	8
PVP01_0705300	conserved Plasmodium protein%2C unknown function	1	335	0	11	4	1	54	34	110	23	371	38	465	13	416	21	376	115	15	2	0	2	382	28	4	15	84	4	13	0	4	0	195	29	302	2	40	0	61	7	2	0	4	0	21	0	224	4	13	2	12	0	29	0	71	0
PVP01_0705400	tubulin-specific chaperone%2C putative	1	785	0	9	12	4	123	67	251	19	981	93	783	23	818	62	786	173	22	3	0	1	701	55	12	41	158	16	26	1	2	0	427	55	626	12	91	0	189	16	11	0	13	0	53	0	649	10	13	6	22	0	41	0	161	7
PVP01_0705500	conserved Plasmodium protein%2C unknown function	2	241	12	29	58	11	137	78	129	5	1388	142	320	522	517	122	391	132	14	4	2	0	419	76	17	18	130	22	12	0	28	0	412	49	428	9	105	8	258	18	0	0	18	3	68	2	415	10	63	2	22	0	14	0	199	10
PVP01_0705700	GTPase-activating protein%2C putative	1	3674	19	45	250	214	397	173	532	21	2635	318	1252	1653	770	263	799	334	89	12	31	4	1019	206	109	44	692	48	31	15	55	2	1042	210	650	6	362	35	1380	51	4	0	138	16	127	0	591	20	126	0	37	2	117	12	567	23
PVP01_0706100	translation initiation factor SUI1%2C putative	2	2599	22	145	14	4	123	92	546	75	2032	289	2565	189	2181	84	2292	510	99	16	0	6	1113	156	8	105	860	40	50	6	6	2	1681	111	3302	27	195	1	306	52	5	0	17	2	167	0	2541	16	48	2	45	0	117	4	205	8
PVP01_0706300	ribosomal protein L35%2C putative	1	488	3	15	6	2	144	55	111	16	790	124	340	23	446	192	402	130	21	7	0	3	590	85	10	17	125	32	16	4	0	0	328	68	372	5	51	4	101	7	3	0	18	4	46	0	317	16	46	0	15	0	40	3	74	5
PVP01_0706700	conserved Plasmodium protein%2C unknown function	5	5068	0	13	12	8	257	135	122	3	1464	198	322	243	190	331	157	138	3	14	4	0	678	149	27	4	285	6	26	11	0	0	125	53	107	9	80	9	352	8	0	0	29	10	60	0	144	8	74	10	12	0	18	7	273	6
PVP01_0706900	conserved Plasmodium protein%2C unknown function	1	584	0	0	3	0	6	7	6	0	42	3	9	10	22	5	34	14	0	0	0	0	18	5	0	0	46	4	0	0	0	0	28	5	27	0	7	0	17	0	0	0	0	0	7	0	22	4	1	0	2	0	3	0	8	0
PVP01_0707300	transporter%2C putative	2	1546	28	22	106	23	106	54	162	11	1315	107	654	967	507	51	414	164	26	12	10	0	498	45	18	26	187	20	11	4	19	0	383	64	648	10	45	6	228	30	0	0	1	3	62	0	534	7	29	4	24	0	33	2	86	2
PVP01_0707600	conserved Plasmodium protein%2C unknown function	1	1883	13	7	40	16	298	324	44	0	6639	1425	133	50	74	39	137	272	17	13	0	0	170	68	48	0	67	13	35	16	10	2	221	26	181	4	169	10	414	56	12	0	39	8	126	2	44	1	270	27	62	4	12	0	372	9
PVP01_0707900	exoribonuclease%2C putative	1	4064	49	166	645	331	1043	379	1230	62	6129	727	2990	4791	2409	1031	2045	905	254	61	44	19	2725	514	302	94	1071	111	122	21	128	10	1086	570	1868	66	456	67	3346	126	4	2	175	26	317	0	1957	51	280	19	60	0	252	15	1239	20
PVP01_0708000	subpellicular microtubule protein 1%2C putative	1	1469	13	54	89	32	928	1015	97	2	12313	2309	163	116	133	58	115	374	17	10	0	0	466	128	100	2	233	29	84	65	23	0	334	100	257	7	278	26	1370	140	1	0	71	30	332	0	43	0	750	54	104	0	14	0	954	38
PVP01_0708200	FHA domain protein%2C putative	1	3173	8	54	161	48	753	383	232	28	8131	754	891	1010	434	526	380	319	57	18	21	4	1197	282	235	24	714	30	41	13	22	2	753	140	719	14	739	14	1376	53	46	4	180	24	338	0	443	21	455	49	81	0	48	6	1152	35
PVP01_0708300	small nuclear ribonucleoprotein Sm D3%2C putative	3	348	17	42	121	19	199	44	386	40	1097	115	945	983	1245	229	885	371	49	10	9	3	1289	158	27	36	247	24	10	1	21	2	705	85	1073	5	61	6	391	16	2	0	8	4	68	2	698	19	36	3	27	0	61	11	92	6
PVP01_0708400	helicase SKI2W%2C putative	1	4178	25	106	38	4	345	125	368	41	3061	334	1895	1396	1395	190	1478	562	92	20	9	8	1450	264	67	105	666	53	97	4	33	2	1176	212	2128	27	167	16	718	94	7	2	24	1	152	0	1835	34	102	6	50	0	184	4	322	19
PVP01_0708700	conserved Plasmodium protein%2C unknown function	1	9170	22	151	131	68	707	300	453	32	2528	471	2246	4322	809	630	1406	318	83	37	14	4	964	388	86	35	951	66	76	6	41	3	854	251	919	20	213	18	967	82	2	4	86	12	84	0	911	30	203	25	25	2	122	12	367	6
PVP01_0708800	conserved Plasmodium protein%2C unknown function	1	1409	0	4	9	4	16	10	26	2	121	29	273	175	87	24	184	34	2	2	3	0	76	6	2	3	34	1	7	4	0	0	52	22	60	0	2	0	19	2	0	0	1	0	9	0	125	2	14	0	0	0	8	2	25	0
PVP01_0709100	SNARE protein%2C putative	7	593	7	26	84	15	179	152	182	6	2439	224	417	483	410	132	395	203	24	4	9	0	553	120	69	9	188	24	15	3	6	2	525	41	394	6	247	6	404	8	0	0	32	9	122	0	258	9	133	9	30	0	29	6	337	18
PVP01_0709200	actin-like protein%2C putative	1	1799	0	8	43	24	269	193	84	0	4049	329	100	109	57	35	73	101	23	0	6	0	466	73	75	0	209	6	18	5	6	0	234	14	177	9	530	21	753	25	22	0	187	20	204	4	16	4	197	6	55	0	11	0	1359	24
PVP01_0709300	cytosolic Fe-S cluster assembly factor NBP35%2C putative	1	1340	11	34	78	19	107	17	297	6	926	67	686	461	575	81	508	249	34	3	2	0	578	71	8	42	203	13	24	4	30	2	450	81	735	8	125	4	276	9	6	0	12	5	64	0	636	18	15	0	25	0	36	4	143	4
PVP01_0709500	phosphatidylinositol N-acetylglucosaminyltransferase%2C putative	9	881	3	2	19	5	159	170	32	0	2512	392	85	44	76	45	67	206	5	1	0	0	368	62	37	1	74	4	12	4	1	0	104	25	51	1	78	9	271	17	2	0	19	5	40	0	9	3	64	3	15	0	0	0	224	10
PVP01_0709600	conserved Plasmodium protein%2C unknown function	2	2938	0	5	23	12	91	52	16	0	966	71	79	112	18	16	36	35	9	0	0	0	56	12	28	0	308	3	7	0	2	0	150	14	38	0	277	6	271	8	17	0	44	8	62	0	14	2	72	12	12	0	0	0	310	4
PVP01_0709700	conserved Plasmodium protein%2C unknown function	1	689	0	1	3	0	83	63	15	0	789	68	18	33	36	97	31	25	3	2	1	0	274	78	9	0	85	0	5	1	1	0	80	24	30	0	49	2	191	4	2	0	5	3	21	0	3	2	28	0	6	0	2	2	200	1
PVP01_0709800	cysteine repeat modular protein 1%2C putative	2	9793	0	13	30	4	303	136	85	2	2009	221	266	352	123	311	207	137	6	4	0	2	866	147	26	4	294	2	33	8	1	0	75	37	86	0	122	5	420	18	0	0	26	2	54	0	36	2	97	16	10	0	4	3	222	13
PVP01_0710100	conserved Plasmodium protein%2C unknown function	1	1484	7	25	10	2	677	74	274	24	893	92	901	30	1668	805	1125	163	49	49	2	5	1748	375	12	50	356	63	47	10	0	0	686	210	747	35	108	8	210	9	11	0	20	0	76	0	676	49	33	0	33	0	88	12	102	4
PVP01_0710200	GTP-binding protein%2C putative	1	2732	6	62	11	7	460	75	337	60	1049	209	1872	97	2024	389	1783	272	61	13	0	6	1964	275	16	70	454	40	79	8	0	0	893	182	1636	26	125	2	234	8	9	0	17	0	104	0	1854	41	50	5	45	0	97	4	240	0
PVP01_0710900	SAP domain-containing protein%2C putative	7	1001	13	55	313	128	231	143	571	17	2538	350	1110	2147	908	150	922	463	87	10	35	4	1011	119	170	33	569	26	32	35	77	0	1761	140	1005	16	512	22	1177	28	4	0	71	9	133	0	777	12	162	14	46	0	100	4	616	18
PVP01_0711000	conserved Plasmodium protein%2C unknown function	2	3475	8	17	64	26	465	387	143	4	3577	359	292	259	105	36	117	240	7	4	4	4	558	73	118	2	318	22	42	16	10	0	292	17	183	4	298	15	477	35	16	2	115	22	260	2	52	0	262	33	52	0	9	0	788	16
PVP01_0711100	conserved Plasmodium protein%2C unknown function	1	269	1	3	5	3	79	60	154	11	386	53	278	26	415	70	427	116	14	2	0	0	479	55	13	20	62	5	9	3	1	0	149	38	245	4	58	3	77	7	2	0	10	0	28	0	184	8	26	0	14	0	12	1	75	1
PVP01_0711300	26S proteasome regulatory subunit RPN8%2C putative	2	985	4	6	20	7	235	111	143	21	1164	192	610	101	632	143	844	204	11	6	3	0	746	91	16	25	182	6	24	4	2	1	323	49	608	7	85	2	163	22	2	0	10	2	48	0	607	9	75	1	25	0	46	1	150	4
PVP01_0711600	elongation factor 1-beta%2C putative	1	842	11	3	73	4	122	33	186	23	686	83	1295	1715	463	90	1294	276	16	9	6	6	508	73	21	19	118	13	28	1	31	2	314	62	461	6	40	6	360	43	1	0	6	1	49	0	1120	22	112	13	15	0	83	11	30	0
PVP01_0712000	conserved Plasmodium protein%2C unknown function	1	3107	7	74	31	4	572	261	348	40	3559	483	1225	176	1261	464	859	369	56	20	0	4	1531	276	58	49	484	47	52	25	1	2	793	202	1130	18	210	8	462	32	17	0	32	14	148	6	1055	45	213	19	82	0	79	5	468	15
PVP01_0712100	conserved Plasmodium protein%2C unknown function	1	1880	16	53	17	4	242	69	370	34	1281	126	1512	308	1676	261	1469	390	75	12	2	4	1781	177	15	76	511	37	43	2	4	0	631	125	1200	25	68	6	239	28	2	2	14	3	88	0	1457	12	27	2	41	0	84	3	181	8
PVP01_0712200	conserved Plasmodium protein%2C unknown function	2	217	0	0	2	0	7	3	15	0	100	9	26	23	15	5	10	0	0	1	0	0	65	7	0	0	61	0	0	0	0	0	55	0	8	0	10	0	33	0	2	0	0	0	2	0	0	0	5	0	0	0	1	0	11	0
PVP01_0712400	pseudouridylate synthase%2C putative	1	2417	4	33	19	0	117	31	371	14	1078	149	1192	209	1007	63	1390	381	56	4	0	2	584	80	4	50	440	35	36	2	0	2	731	96	1330	18	37	2	143	17	4	0	0	2	56	0	1057	15	9	0	24	0	83	0	18	0
PVP01_0712800	conserved Plasmodium protein%2C unknown function	6	744	17	58	170	57	1532	1758	200	6	17105	3655	312	166	258	105	199	1019	27	15	6	9	323	235	235	21	440	61	153	81	36	6	715	104	757	24	535	49	1903	182	9	1	114	22	490	2	176	3	1250	73	269	0	5	0	1181	69
PVP01_0713000	transcription elongation factor 1%2C putative	2	307	1	13	27	3	75	42	73	2	558	80	270	290	266	78	258	78	16	2	0	0	286	44	10	11	127	9	16	2	3	0	198	42	245	2	64	3	129	3	3	0	12	3	46	0	151	4	21	0	9	0	19	0	113	6
PVP01_0713100	major facilitator superfamily-related transporter%2C putative	1	1454	46	165	1256	458	852	267	1753	62	6372	688	1420	5174	3297	883	2289	514	342	29	96	13	1926	517	317	33	1650	110	107	28	220	5	2380	437	1647	61	695	62	3377	106	2	1	310	16	347	0	1095	56	200	17	45	0	288	13	1508	15
PVP01_0713300	BSD-domain protein%2C putative	1	3056	27	80	21	30	545	222	395	39	4222	556	1370	470	1060	419	964	403	57	34	2	3	1762	233	70	66	599	50	67	19	6	0	789	199	953	20	252	7	629	61	8	0	42	5	144	0	1172	39	134	8	60	0	101	8	455	20
PVP01_0713600	ribonuclease H2 subunit C%2C putative	1	1067	12	27	113	28	465	232	363	29	6445	417	977	186	1585	205	1138	258	73	17	9	6	1211	191	213	41	399	55	72	11	20	0	890	176	1117	17	631	15	777	27	24	0	196	20	351	0	767	27	300	24	60	2	118	0	1498	38
PVP01_0713900	conserved Plasmodium protein%2C unknown function	1	1997	10	27	10	4	118	58	253	30	988	126	1145	152	736	36	665	299	26	2	4	6	993	51	10	25	239	12	25	2	2	2	543	78	822	11	68	1	242	24	0	0	18	4	40	0	788	14	34	0	20	2	39	2	208	4
PVP01_0714000	conserved Plasmodium protein%2C unknown function	1	791	45	83	744	261	199	44	890	46	2340	154	1339	3281	1974	150	1295	461	203	14	56	9	1173	144	200	66	673	38	43	6	104	4	1337	202	1483	10	112	35	1707	54	4	0	68	4	155	0	1151	29	76	1	21	0	134	6	460	6
PVP01_0714200	glycolipid transfer protein%2C putative	1	653	2	15	89	27	399	405	57	0	6838	916	44	54	62	22	48	202	4	4	5	1	61	57	85	8	157	13	31	28	5	2	377	34	149	5	297	24	1162	69	16	0	122	7	278	0	17	2	374	43	67	0	5	0	1110	42
PVP01_0714300	conserved Plasmodium protein%2C unknown function	1	491	10	50	34	7	221	69	174	7	1601	133	618	411	870	159	714	274	24	13	0	2	857	102	19	40	328	12	17	6	6	1	903	105	933	8	166	6	295	12	4	0	25	5	95	0	615	15	66	5	33	0	46	6	180	3
PVP01_0714500	thioredoxin 3%2C putative	5	535	6	11	42	7	101	163	42	1	1521	159	143	128	91	38	94	111	6	3	0	0	287	27	17	3	98	3	15	7	3	0	154	32	99	0	80	5	265	15	0	0	9	7	65	0	65	1	110	10	14	0	2	0	274	9
PVP01_0714600	conserved Plasmodium protein%2C unknown function	2	3265	13	136	17	9	259	53	484	48	1468	274	2538	242	2071	134	1988	806	91	16	0	17	1649	197	16	114	746	47	60	6	8	4	1639	172	3100	26	219	0	163	39	2	0	42	10	94	0	2721	26	23	2	76	0	149	6	257	6
PVP01_0714800	conserved Plasmodium protein%2C unknown function	1	5825	16	153	253	89	478	125	756	50	2582	324	2224	2322	1645	434	1653	572	96	44	20	7	1564	235	99	96	1410	84	78	12	61	2	1269	309	1859	32	268	27	1083	81	18	0	24	14	158	3	2273	59	98	8	59	0	175	11	219	4
PVP01_0715200	conserved Plasmodium protein%2C unknown function	1	146	6	23	37	7	92	17	128	16	739	62	442	459	657	42	504	103	22	2	5	2	230	39	28	30	221	12	17	0	22	2	504	52	712	9	28	7	197	16	1	0	8	4	42	0	475	5	20	0	16	0	54	0	52	1
PVP01_0715300	zinc finger protein%2C putative	1	716	11	23	188	131	64	35	363	9	1144	110	632	1047	571	26	418	193	85	8	10	0	534	42	37	17	322	9	16	3	34	0	784	56	472	9	239	17	612	19	2	0	84	7	55	0	303	4	44	6	13	0	44	0	353	9
PVP01_0715600	conserved Plasmodium protein%2C unknown function	2	973	0	4	16	4	107	81	37	0	1366	129	110	35	65	26	93	67	3	2	3	0	185	34	30	4	45	9	14	10	4	4	84	26	73	0	68	1	234	15	5	0	22	0	70	2	17	11	64	4	14	2	7	0	234	6
PVP01_0715700	conserved Plasmodium protein%2C unknown function	1	1019	0	0	3	1	47	30	17	0	209	8	31	2	16	62	29	22	4	2	0	0	147	50	4	1	42	3	10	2	0	0	25	7	21	2	21	2	53	1	0	0	7	0	18	0	15	0	15	0	6	0	2	2	43	2
PVP01_0715800	conserved Plasmodium protein%2C unknown function	1	4217	0	0	0	0	17	0	40	1	94	9	85	187	6	8	60	38	2	2	0	0	853	1	0	0	203	0	6	1	0	0	39	2	6	0	14	0	17	0	0	0	2	0	6	0	21	0	0	0	2	0	4	0	6	0
PVP01_0715900	conserved Plasmodium protein%2C unknown function	1	1976	18	39	162	48	1260	592	699	12	10363	780	1713	265	2158	743	1923	857	83	17	5	7	3590	602	285	74	563	58	77	41	20	1	1423	235	1033	28	1404	35	1633	58	63	0	287	37	491	4	817	61	702	52	187	2	133	6	2822	44
PVP01_0716100	GPN-loop GTPase%2C putative	1	1073	2	59	71	17	110	8	245	13	604	55	820	851	750	152	805	190	47	21	3	2	668	80	16	25	239	27	13	3	21	4	402	70	801	7	17	6	220	25	0	1	10	0	42	0	710	11	10	2	16	2	48	3	41	3
PVP01_0716200	conserved Plasmodium protein%2C unknown function	1	1295	8	58	128	34	230	64	323	23	921	96	1115	975	1123	244	1025	210	68	17	9	2	1446	162	36	46	348	26	16	8	30	6	691	135	1156	14	53	26	366	30	4	0	15	0	70	0	1011	26	39	6	13	0	109	8	121	6
PVP01_0716300	heat shock protein 70%2C putative	2	1957	210	762	817	122	3476	898	3047	408	17730	2081	9776	12029	12639	3916	11760	2603	504	202	16	60	10384	2636	445	819	3536	407	399	86	330	32	6958	1259	14537	173	1708	145	5281	427	75	2	301	56	1173	16	14297	186	560	38	291	0	1147	71	2043	72
PVP01_0716500	cytochrome b5-like heme/steroid binding protein%2C putative	5	406	4	30	85	22	143	96	191	13	2597	174	537	892	773	133	535	143	33	17	1	2	583	62	47	11	819	13	14	7	27	4	4575	85	668	1	270	4	784	21	17	0	60	6	97	0	596	4	79	10	22	0	45	2	503	22
PVP01_0716800	conserved Plasmodium protein%2C unknown function	5	5128	2	2	20	11	188	131	127	0	1740	235	404	316	113	35	276	164	17	0	4	0	914	97	40	4	232	0	16	3	6	0	154	41	151	7	229	10	406	28	12	0	23	2	100	0	66	12	60	4	19	0	10	0	491	0
PVP01_0716900	telomerase RNA	1	2269	44	181	138	20	2070	519	1821	232	7217	1166	6240	512	7164	2131	7801	3494	170	84	0	27	7601	1418	186	320	2187	201	151	37	20	4	4524	763	4834	132	803	30	1092	67	37	0	118	8	494	2	7254	194	433	20	184	6	447	36	925	40
PVP01_0717000	ATP-dependent DNA helicase Q1%2C putative	1	2198	8	18	53	23	934	634	449	23	9005	1151	835	97	1832	715	1438	625	85	19	2	1	1508	415	113	68	822	74	90	11	11	0	1027	230	1244	27	534	27	1464	69	21	0	134	23	357	0	964	23	361	24	81	0	96	6	1478	31
PVP01_0717100	conserved Plasmodium protein%2C unknown function	4	1820	0	2	2	2	8	4	8	4	181	20	104	51	37	2	43	10	0	0	0	0	84	6	1	0	151	0	4	0	0	0	23	0	12	0	82	0	36	0	2	0	4	0	4	0	22	0	0	0	4	0	0	0	6	0
PVP01_0717300	gamma-glutamylcysteine synthetase%2C putative	1	3071	93	459	324	79	1566	342	1129	140	6909	923	3917	4122	4283	1499	3427	964	303	116	18	34	4324	900	191	195	1952	234	222	46	197	12	2720	985	4770	119	854	122	2385	220	18	1	63	44	425	0	4817	130	152	4	137	9	498	31	944	39
